ds,yhat,yhat_lower,yhat_upper,RegionName
2011-03-31,104407.38248453788,103221.06580400575,105455.992777679,Arkansas
2011-04-30,104288.99625453612,103187.73783867634,105339.39818201958,Arkansas
2011-05-31,104258.62397091332,103127.26727627308,105429.40047133758,Arkansas
2011-06-30,104229.64256542845,103126.99362614013,105347.83945887977,Arkansas
2011-07-31,104197.96670574846,103179.2788532913,105430.5515155766,Arkansas
2011-08-31,104129.43277767206,103029.94612902642,105250.51649691442,Arkansas
2011-09-30,104098.64498679439,102893.27051177317,105168.31642242004,Arkansas
2011-10-31,103994.90982388007,102902.89963986709,104988.34020171475,Arkansas
2011-11-30,103891.99177523024,102751.68181536981,104994.59233179348,Arkansas
2011-12-31,103827.21671172425,102719.92829178131,104947.32764416985,Arkansas
2012-01-31,103513.04865057452,102356.87351390273,104638.04945654963,Arkansas
2012-02-29,103448.34612853908,102320.16770180261,104596.86839709448,Arkansas
2012-03-31,103697.05445195897,102579.08927245488,104883.8632891812,Arkansas
2012-04-30,103966.94730035422,102847.41021853931,105045.98968600003,Arkansas
2012-05-31,104074.38323387141,102960.23262752414,105151.06730635394,Arkansas
2012-06-30,104158.02255760065,103065.53633546618,105271.68855544669,Arkansas
2012-07-31,104238.46137141048,103090.40207503946,105370.51285032164,Arkansas
2012-08-31,104325.33683903466,103159.55956051478,105443.95960842713,Arkansas
2012-09-30,104417.99644121557,103203.44784817436,105536.15853425069,Arkansas
2012-10-31,104554.37932649931,103515.66223940915,105664.28854267117,Arkansas
2012-11-30,104703.23080205276,103529.38829444812,105804.89420739877,Arkansas
2012-12-31,104826.41141776911,103718.9946944541,106100.32563303417,Arkansas
2013-01-31,104830.56018450715,103720.71014044674,105986.1025022361,Arkansas
2013-02-28,104812.77763076933,103699.08457119156,105951.23119297408,Arkansas
2013-03-31,104990.10751451566,103873.96715008887,106193.75491535563,Arkansas
2013-04-30,105186.26594902102,104001.97929169226,106304.11178634332,Arkansas
2013-05-31,105304.43419430895,104165.119040162,106430.5705386219,Arkansas
2013-06-30,105406.08244001932,104287.49030640662,106488.8457160171,Arkansas
2013-07-31,105507.34432368069,104371.59367767377,106614.69159815896,Arkansas
2013-08-31,105757.19038428589,104521.16620920371,106857.8851920671,Arkansas
2013-09-30,106017.07586483129,104942.86440773285,107196.98140455136,Arkansas
2013-10-31,106288.57041962455,105132.5282101255,107419.59630558598,Arkansas
2013-11-30,106560.81239615759,105388.32811073806,107673.56739425121,Arkansas
2013-12-31,106835.32374240135,105719.41169135696,107958.56580414086,Arkansas
2014-01-31,106945.61385663564,105794.85270304496,108049.60998304214,Arkansas
2014-02-28,107246.94805197857,106047.74976825871,108361.91184467387,Arkansas
2014-03-31,107506.18792428442,106332.36540249365,108606.50650131323,Arkansas
2014-04-30,107780.40663735206,106720.87022407587,108944.8230868095,Arkansas
2014-05-31,108067.07822413948,107018.70443837128,109189.40933860691,Arkansas
2014-06-30,108338.7201198718,107301.78941660016,109427.87403871922,Arkansas
2014-07-31,108617.061653018,107504.96443361015,109670.72467389636,Arkansas
2014-08-31,108873.27922894277,107767.50515233452,110003.06464298152,Arkansas
2014-09-30,109148.31187734884,108027.72535938937,110261.77049414226,Arkansas
2014-10-31,109397.92498292355,108297.02113047827,110520.33816433552,Arkansas
2014-11-30,109642.51968282385,108521.68356279467,110818.68304446855,Arkansas
2014-12-31,109912.53906770608,108791.58829955758,110997.03089139289,Arkansas
2015-01-31,109974.88610926723,108866.38023803405,111079.2130781343,Arkansas
2015-02-28,110453.31374221969,109256.65891048918,111550.15011487549,Arkansas
2015-03-31,110635.27456881704,109429.22181836503,111783.89445168938,Arkansas
2015-04-30,110836.99605188267,109699.00323091097,112011.36363200484,Arkansas
2015-05-31,111137.40173843004,109972.35536556123,112235.43259814876,Arkansas
2015-06-30,111428.52804601344,110392.99679707362,112546.63131619012,Arkansas
2015-07-31,111727.62809736625,110558.94918279898,112893.42847070594,Arkansas
2015-08-31,111989.87008032225,110822.45759643374,113045.62046927259,Arkansas
2015-09-30,112279.18800979879,111195.96858022599,113411.4660464398,Arkansas
2015-10-31,112506.22875791727,111474.93188248714,113691.91642274019,Arkansas
2015-11-30,112723.41642962144,111588.50431535699,113862.58649926938,Arkansas
2015-12-31,112989.41727714833,111783.25794267356,114107.03596554267,Arkansas
2016-01-31,113006.02512703142,111835.19979354327,114112.83399175685,Arkansas
2016-02-29,113250.75813467216,112100.01514406255,114417.48668693364,Arkansas
2016-03-31,113655.73824815202,112538.24116749153,114724.43491199768,Arkansas
2016-04-30,114076.86186112103,113030.56415061734,115203.47493874026,Arkansas
2016-05-31,114340.56958469833,113223.55864674354,115486.33528208281,Arkansas
2016-06-30,114575.43967300114,113428.37456633133,115717.8370086218,Arkansas
2016-07-31,114812.15027687127,113744.18306485777,115901.21465627755,Arkansas
2016-08-31,115055.29753455549,113925.99204337635,116132.89407123675,Arkansas
2016-09-30,115299.18790131048,114225.40993334165,116482.15951001257,Arkansas
2016-10-31,115591.84257665407,114499.17778157016,116664.49759636067,Arkansas
2016-11-30,115891.92481678165,114765.67136973176,117001.00046136437,Arkansas
2016-12-31,116171.37723540401,114913.66446755466,117294.09570860637,Arkansas
2017-01-31,116331.79780504802,115194.1656840685,117370.70976246349,Arkansas
2017-02-28,116455.16397651445,115454.93916642688,117573.70450173518,Arkansas
2017-03-31,116788.76566316743,115708.06779817119,117927.73529772117,Arkansas
2017-04-30,117136.15487467861,115944.99521570587,118312.49762625087,Arkansas
2017-05-31,117410.59492287248,116332.2747295447,118589.51300703584,Arkansas
2017-06-30,117663.47394558863,116523.37610659981,118841.66464746397,Arkansas
2017-07-31,117921.0076321557,116857.63722830355,119068.25324354741,Arkansas
2017-08-31,118170.85369276087,117068.29856587094,119255.45916194587,Arkansas
2017-09-30,118430.73917330655,117324.6042817006,119510.73502945535,Arkansas
2017-10-31,118702.23372809928,117575.470365227,119815.70428925048,Arkansas
2017-11-30,118974.47570463271,117854.1365322143,120046.84781369753,Arkansas
2017-12-31,119248.98705087607,118054.18062769264,120385.05940117026,Arkansas
2018-01-01,119349.27694068883,118234.88923626447,120439.12816226731,Arkansas
2018-02-01,119672.99073505054,118467.9338987449,120710.32734427832,Arkansas
2018-03-01,119259.21786797019,118058.48567175645,120354.9161538047,Arkansas
2018-04-01,119797.76590405454,118675.32783112211,120927.9891232805,Arkansas
2018-05-01,120367.60979173832,119200.52050762763,121590.24394364915,Arkansas
2018-06-01,120614.32350736385,119454.7968463964,121756.41375130875,Arkansas
2018-07-01,120815.5585930022,119663.19082729638,121997.7321479586,Arkansas
2018-08-01,121010.71340434768,119761.01649132915,122092.28322370564,Arkansas
2018-09-01,121239.56391946747,119972.17693272658,122393.08055505497,Arkansas
2018-10-01,121448.9847168666,120188.2773848555,122731.9098993688,Arkansas
2018-11-01,121781.68075588721,120485.08831841075,123087.57094050954,Arkansas
2018-12-01,122137.83180388747,120757.17065912257,123429.12508673052,Arkansas
2019-01-01,122428.41000151564,121044.62392790934,123754.97952141581,Arkansas
2019-02-01,122695.56850526996,121291.58395567162,124136.95525821895,Arkansas
2019-03-01,122461.17852305633,121094.6904270456,123874.44003383112,Arkansas
2019-04-01,122934.49267800269,121406.61339633491,124364.25464115906,Arkansas
2019-05-01,123429.80463719803,121903.60596322936,124932.71928161543,Arkansas
2019-06-01,123684.27317356749,122015.94830109776,125274.53696785025,Arkansas
2019-07-01,123901.91896715206,122262.89351870972,125521.44303104994,Arkansas
2019-08-01,124117.82530024277,122407.37792339633,125780.77294096841,Arkansas
2019-09-01,124353.96698649027,122558.85900522463,126006.87978154645,Arkansas
2019-10-01,124581.0299848286,122502.39954505145,126459.77462672799,Arkansas
2019-11-01,124894.09437924353,122824.46489845157,126849.31753884045,Arkansas
2019-12-01,125222.16226307316,123107.50133610124,127211.32840349524,Arkansas
1996-04-30,155063.29220343175,151495.0471102893,158344.50521203052,California
1996-05-31,155555.6151601568,152178.80715206053,159013.7220059676,California
1996-06-30,155882.01791746815,152719.499191887,159460.362139024,California
1996-07-31,156262.38670122006,152924.9728428553,159717.3334734957,California
1996-08-31,156907.410328741,153368.1905850401,160137.6476923072,California
1996-09-30,157456.38705769443,154050.74553133402,160723.93904012936,California
1996-10-31,157785.36928290845,154269.87452773406,161244.33967180454,California
1996-11-30,158233.58115366913,154917.81284724452,161767.0498947863,California
1996-12-31,158333.78010737445,155050.78696625508,161676.38575280656,California
1997-01-31,158567.0768738355,154841.34261915347,162089.8560333698,California
1997-02-28,159115.07077613144,155667.50271066124,162664.94895037328,California
1997-03-31,159494.8735726982,156326.036333244,163006.85032721204,California
1997-04-30,160151.95158949768,156854.3817272752,163734.6430004562,California
1997-05-31,160766.6044137593,157303.112011358,163933.39132882253,California
1997-06-30,161175.49219067206,157661.43542879983,164605.93465633952,California
1997-07-31,161562.10596390598,158288.7708172577,165020.35639188057,California
1997-08-31,162078.54789252765,158494.98165293824,165456.78963177023,California
1997-09-30,162632.61841747724,159024.20780522074,165899.1542973091,California
1997-10-31,163573.7791707783,160149.37747977328,166795.36333142736,California
1997-11-30,164571.21991053852,161184.86856514693,167885.92179593648,California
1997-12-31,165222.81122622523,162117.4123444471,168658.5542101392,California
1998-01-31,165911.57510847723,162457.63851223333,169464.6066792892,California
1998-02-28,167023.55998433445,163676.35014592923,170366.88781940922,California
1998-03-31,168049.2399555352,164897.5943696889,171683.69410889733,California
1998-04-30,168988.8516053151,165569.66795586824,172136.54543433167,California
1998-05-31,170277.89450660505,166753.98346506432,173721.51838556168,California
1998-06-30,171563.23993165648,168257.94520840605,175075.842299446,California
1998-07-31,172774.91101626318,169407.72499873396,176178.78261611232,California
1998-08-31,173984.43541720303,170660.32441850036,177279.0940553087,California
1998-09-30,175341.68384459612,171801.70222971844,178532.73180936533,California
1998-10-31,176620.97223424635,173239.09509206502,179996.61898262033,California
1998-11-30,177900.64043363492,174426.72227287042,181331.4523170917,California
1998-12-31,178827.5862903934,175521.96809675207,182151.56713435487,California
1999-01-31,179697.9857350994,176347.83780697195,183098.27437899215,California
1999-02-28,181349.45634966023,178063.30823121264,184564.67719531182,California
1999-03-31,182988.83166203494,179312.56656569932,186368.88157017727,California
1999-04-30,184183.6936914039,180565.11299039368,187540.66369709896,California
1999-05-31,186121.84169665154,182506.02912262687,189365.94751060175,California
1999-06-30,187724.60005917592,184378.90052277312,191508.55493933975,California
1999-07-31,189182.1677125366,185605.79198495022,192546.437936693,California
1999-08-31,190508.60049854056,187203.5595899683,193918.883660894,California
1999-09-30,192114.2361339251,188450.0564568261,195574.8339007754,California
1999-10-31,194741.2713994539,191282.5972302815,198166.6499395632,California
1999-11-30,197278.4644743232,193875.093816433,200695.68923606808,California
1999-12-31,199488.49624471468,195994.1991633578,203149.03868794002,California
2000-01-31,201550.5351854712,197939.32519249758,204756.05520265864,California
2000-02-29,204250.436855415,200852.55558171772,207741.20883917145,California
2000-03-31,206633.97621109098,202912.87012474448,210026.734008908,California
2000-04-30,209576.2321826011,206236.55476842128,213269.18442842926,California
2000-05-31,212173.0473483513,208999.8339735517,215764.71780249604,California
2000-06-30,214536.0554692364,211081.5004222526,217891.78926890256,California
2000-07-31,217020.9164841602,213980.6847420281,220333.628158806,California
2000-08-31,219770.43234285337,216145.65474906386,223143.94737054408,California
2000-09-30,222356.01445681267,218882.4803574309,226065.67321889132,California
2000-10-31,224789.48891319928,221424.42547183012,228265.92852332603,California
2000-11-30,227274.30616896536,223790.86692862355,231128.15553452016,California
2000-12-31,229478.99735384327,226119.75744331436,233110.9797616836,California
2001-01-31,231816.78630034017,228060.85403291785,234998.40278324383,California
2001-02-28,234265.61184912096,230608.48996746872,237843.6740620177,California
2001-03-31,236749.90691196092,233261.25635846495,240291.5071733837,California
2001-04-30,239443.59034773472,235944.71689686735,242883.66517664524,California
2001-05-31,242162.73543826997,238559.0207417672,245953.63338120806,California
2001-06-30,244608.228634157,241221.27443424915,247819.47989995408,California
2001-07-31,247099.33467366404,243502.29093383852,250460.99771579745,California
2001-08-31,249720.26886855977,246446.2698030461,253098.62977237898,California
2001-09-30,252310.9448124828,248808.57074199698,255796.8031955847,California
2001-10-31,254808.33256015583,251333.4824186309,258263.40994563818,California
2001-11-30,257696.52660303414,254187.05310203796,261083.83250599497,California
2001-12-31,260301.89633194255,257293.40412411897,263784.5090112624,California
2002-01-31,262944.43862741784,259637.0424578887,266615.322101083,California
2002-02-28,265821.1265861853,262405.3728457808,269281.0267288869,California
2002-03-31,268800.5849706079,265343.19914734777,272320.00543234614,California
2002-04-30,271630.9499235064,268089.7317858995,275094.9787360528,California
2002-05-31,274873.7712380187,271594.226194602,278334.7513649452,California
2002-06-30,277785.1143645454,274342.6872611988,281369.6018136571,California
2002-07-31,280676.9830740108,277140.98541647027,284135.8951278742,California
2002-08-31,284961.9009822096,281429.6686375847,288516.53940273385,California
2002-09-30,289295.33667469193,285671.7131018108,293062.74157640187,California
2002-10-31,293650.01857160043,290009.72108024295,296917.67425040534,California
2002-11-30,297905.8740360783,294459.0868980221,301064.93174578174,California
2002-12-31,301908.2134000958,298663.48804813373,305271.9105052583,California
2003-01-31,305854.0063520609,302800.25538237026,309166.7180843337,California
2003-02-28,310061.3211875734,306663.88981429784,313554.9964726053,California
2003-03-31,314530.3811731457,311073.49165466835,318248.5812424253,California
2003-04-30,319089.1620347539,315552.9134621641,322571.0064053128,California
2003-05-31,324503.3594999833,321146.9597155323,327852.9675939981,California
2003-06-30,329470.0366947487,326222.6002757919,333255.1470421582,California
2003-07-31,334403.6538080903,330960.20547932066,337882.31624281366,California
2003-08-31,339206.13605407526,335881.2153458601,342865.2133642514,California
2003-09-30,344175.69052170025,340646.1013411242,347929.3798359123,California
2003-10-31,349241.83798364806,345757.0454387117,352636.6000646587,California
2003-11-30,354139.46221634164,350543.2318725186,357376.2926215584,California
2003-12-31,361274.40311656933,358016.34898792236,364578.34458015277,California
2004-01-31,368261.3511871619,364649.8014144837,371528.39525643137,California
2004-02-29,375568.42591404915,371924.50818224833,378775.54168816574,California
2004-03-31,382876.8743995619,379533.54029770545,386246.3359930092,California
2004-04-30,390585.17146446067,387064.931421459,394053.96237664775,California
2004-05-31,398106.89576004806,394835.9160568809,401531.3441636893,California
2004-06-30,405235.94497432275,401955.7315119393,408823.08904131036,California
2004-07-31,412645.71509693714,409314.5237888127,416200.08313296456,California
2004-08-31,420319.8264219432,416778.1289244766,423546.3680161607,California
2004-09-30,427671.146083948,424001.6021405315,431123.0759945026,California
2004-10-31,435029.21600664745,431749.8582629909,438481.83090678556,California
2004-11-30,442279.7708104585,438801.2358241208,445455.14817462635,California
2004-12-31,449409.05746164965,446203.862967373,452856.8451558021,California
2005-01-31,456671.4418744611,453155.37578795484,460135.64078431734,California
2005-02-28,463568.2891347501,460410.2731885204,467146.03922088514,California
2005-03-31,470977.1795776672,467748.626204537,474375.86622304947,California
2005-04-30,478436.60047802964,474966.783579482,481840.5478326906,California
2005-05-31,484636.9747180931,481030.1814545698,488140.5784820982,California
2005-06-30,490451.39934900636,486865.12129573786,493927.19953328907,California
2005-07-31,496423.7345380407,493000.25122550427,499959.5112290265,California
2005-08-31,502525.89788246254,499151.5169968535,506043.13142088684,California
2005-09-30,508485.50526141183,505222.3773562796,512220.91218215093,California
2005-10-31,514464.1221586122,510840.96588324243,517956.81694369455,California
2005-11-30,520336.5204569846,517159.99707754015,523946.9383571052,California
2005-12-31,526025.5679165699,522879.30040179874,529482.6341041344,California
2006-01-31,526302.9763120202,522756.21661093645,529932.6095948648,California
2006-02-28,527043.4142965715,523753.9082159861,530465.4972460447,California
2006-03-31,527657.7387809706,524136.8073039117,531179.2337475108,California
2006-04-30,528199.2644757795,524824.4992989312,531574.3660429025,California
2006-05-31,529076.951890268,525680.0789453754,532666.462474623,California
2006-06-30,529699.4557587071,526466.2600727164,533010.8305490082,California
2006-07-31,530226.1905681476,526924.6694770704,533736.5706520446,California
2006-08-31,530750.7786939212,527457.0803965483,534076.3024941091,California
2006-09-30,529299.3501660917,525869.2146544474,532814.348038129,California
2006-10-31,527676.3390353454,524238.62475504534,531141.0904543848,California
2006-11-30,526147.3302795116,522925.1382758548,529498.5861120123,California
2006-12-31,524171.9766158732,520762.057920586,527302.6348878319,California
2007-01-31,522140.07654018234,518750.07073405344,525326.0415378872,California
2007-02-28,520948.18477007106,517628.63493128534,524353.9044644356,California
2007-03-31,519439.55172798655,515807.26550591574,522828.34811868734,California
2007-04-30,517587.95405949315,514286.46467634605,521061.85653981415,California
2007-05-31,511686.3668956261,508576.2722238661,514887.6586690395,California
2007-06-30,505702.28477191075,502398.3770319093,508942.7986396345,California
2007-07-31,499320.11725615716,495796.6446679479,502789.4463544806,California
2007-08-31,492806.814873046,489483.4570220116,496317.7650032205,California
2007-09-30,486825.61002219084,483006.34831986227,490114.7807662091,California
2007-10-31,480575.9728550431,477081.9936684701,483905.5791174019,California
2007-11-30,474522.8377692574,471231.7568430873,478017.6671991012,California
2007-12-31,467856.1971069711,464287.6482430997,471234.8854470959,California
2008-01-31,461041.56361505063,457497.0757275593,464305.9472691377,California
2008-02-29,453700.5323169043,450105.4022937115,457440.0526194882,California
2008-03-31,445350.66056875983,441766.5643512652,449135.16010284086,California
2008-04-30,437905.7445043144,434308.8971485839,441419.6118767637,California
2008-05-31,429769.1485662441,426408.35414362734,433049.743227706,California
2008-06-30,421744.9846511735,418397.84400332114,425108.9555273483,California
2008-07-31,413496.43454013125,410245.1471562123,416693.3288628291,California
2008-08-31,405512.53927285643,402254.3548174799,409135.0102458768,California
2008-09-30,397710.9493294283,394079.4853946432,401299.0315252888,California
2008-10-31,390825.11949320213,387570.83442086604,394183.94420139975,California
2008-11-30,384291.25517547206,380672.90528709564,387912.7219200925,California
2008-12-31,377176.64206773695,373910.24497510283,380781.38286285487,California
2009-01-31,370195.12672162126,366744.02831777046,373328.01127233217,California
2009-02-28,364226.51613513933,360903.24186326214,367715.8566632576,California
2009-03-31,357391.5068191297,354052.97386938013,360818.72973428946,California
2009-04-30,351066.50859795266,347730.58931264404,354454.5070060541,California
2009-05-31,344466.34930963785,341131.4523737832,348028.77115200984,California
2009-06-30,343427.91721370345,339861.85064997285,346838.76097337366,California
2009-07-31,342318.96711832786,338810.9799660911,345497.67964493524,California
2009-08-31,341339.8451783408,337988.626044718,345001.49289410585,California
2009-09-30,340446.59583044256,336766.66401645704,343917.3979103849,California
2009-10-31,339343.92744323355,335785.5719150879,342909.28248463356,California
2009-11-30,338363.46901475795,335034.90734216146,341785.87551499787,California
2009-12-31,336971.23118993413,333405.22445950797,340520.4986817695,California
2010-01-31,335616.1659316757,332258.8344918581,339088.41252663144,California
2010-02-28,334882.1115838464,331488.2126957976,338392.5362394557,California
2010-03-31,333863.96242045454,330568.02684619575,337405.83221389365,California
2010-04-30,332825.67490772717,329304.195473331,336179.53403409565,California
2010-05-31,332070.88867442467,328650.2585546322,335420.4375708256,California
2010-06-30,331113.57933532476,327754.31973485055,334506.06335772714,California
2010-07-31,330007.84049697616,326896.9171288316,333470.82578888885,California
2010-08-31,328899.9549749604,325404.9367694224,332356.9192558465,California
2010-09-30,328014.5486382026,324469.38661682094,331504.892207518,California
2010-10-31,326976.4271048963,323498.32295175805,330349.8253336704,California
2010-11-30,325523.29529477714,322287.45513244224,328857.82397575094,California
2010-12-31,323626.3478083778,319986.6629467378,327056.54695443396,California
2011-01-31,321672.8539099257,318397.876495018,325359.1797151771,California
2011-02-28,320551.78062248114,317118.26706572634,324151.25885349745,California
2011-03-31,319121.55375763663,315658.5299185649,322442.40442762955,California
2011-04-30,317345.83303485636,313815.2239093672,320717.36630506854,California
2011-05-31,316214.3788628841,312566.68849633675,319520.17292010435,California
2011-06-30,314846.5544732603,311477.94693238783,318299.7160077208,California
2011-07-31,313234.5199246781,309766.8229222184,316630.3689599976,California
2011-08-31,311491.3505087392,308024.00203279353,314933.5286627876,California
2011-09-30,310126.4033680503,306663.41422717046,313864.11973079847,California
2011-10-31,308646.8991680731,305391.8263593142,312305.79762453196,California
2011-11-30,307210.0217924528,303499.9746487874,310604.04336600204,California
2011-12-31,305313.5140973385,301835.5742037671,308901.8985694334,California
2012-01-31,303269.01357258955,299603.4667741696,306703.59832409205,California
2012-02-29,302127.31380705995,298533.24954358215,305754.5719289678,California
2012-03-31,304413.81502066675,300856.2928445593,307808.51138765475,California
2012-04-30,307262.1631127543,303965.23650895874,310752.59041901835,California
2012-05-31,309761.9401364355,306148.6546656078,313353.6318105997,California
2012-06-30,312031.0403778988,308746.6413784912,315415.687838421,California
2012-07-31,314418.8632286069,311145.2130887885,317898.86603715265,California
2012-08-31,317071.3409230847,313630.38546384295,320570.6870578043,California
2012-09-30,319563.0151361898,316102.7785403236,322828.1742950336,California
2012-10-31,321899.45142836025,318651.1443519352,325512.29430346284,California
2012-11-30,324290.3607832722,320847.9308565806,327445.46302231256,California
2012-12-31,330584.60708643607,326979.6761710708,333967.60703616816,California
2013-01-31,337011.95115121873,333670.48499720346,340601.34501757496,California
2013-02-28,343154.56841974164,339511.57290485833,346237.5856061091,California
2013-03-31,349728.41851463076,346228.9080539469,353103.8470193293,California
2013-04-30,356379.73585238674,352851.87148516247,360030.39806427737,California
2013-05-31,363188.43597497116,359691.37661628076,367072.05256523594,California
2013-06-30,369591.56307284185,366348.1928192868,373072.81455284497,California
2013-07-31,376172.224144398,372692.5793175068,379420.9614918969,California
2013-08-31,378987.17013937753,375507.3694320642,382382.65534593794,California
2013-09-30,381765.5994382207,378523.79399903736,385397.504906961,California
2013-10-31,384456.9989859786,380890.31173567876,387423.2770717405,California
2013-11-30,387148.21920424455,383662.69690531556,390588.3068832764,California
2013-12-31,389550.0493143871,386133.1930701261,393112.6716662086,California
2014-01-31,391989.05199109635,388484.9800125527,395388.72523537866,California
2014-02-28,394681.89771355916,391242.4950574323,398212.4960672422,California
2014-03-31,397457.8164792164,394218.8433694044,401141.067250102,California
2014-04-30,400091.2076075017,396564.15341126156,403555.0183432299,California
2014-05-31,403130.4893032488,400029.27544682426,406852.62271285855,California
2014-06-30,405844.8586051636,402204.8984268357,409329.6071736954,California
2014-07-31,408533.1876958629,405257.5141891232,411744.52430149075,California
2014-08-31,411219.37010289484,407599.5368080149,414216.5817267119,California
2014-09-30,414005.64240715164,410437.79528043704,417365.9609431061,California
2014-10-31,416761.5888028941,413580.5435195123,420262.8314963344,California
2014-11-30,419470.28087914654,415992.50243823335,422857.81713850494,California
2014-12-31,421873.88474199706,418191.1509452518,425167.0372037029,California
2015-01-31,424220.9421927957,421040.92828275246,427789.0168818789,California
2015-02-28,426984.23786596477,423667.8110229965,430558.39217869943,California
2015-03-31,429854.56235037127,426683.74929427606,433301.1756284611,California
2015-04-30,432240.6655139616,428736.6447910946,435761.40324424213,California
2015-05-31,435409.7626912399,432145.6887392633,438910.6574852006,California
2015-06-30,438203.7621879883,434884.6235681256,441687.2504653229,California
2015-07-31,440892.27901337965,437122.15019752795,444017.35492575046,California
2015-08-31,443449.6609714128,440360.9720738912,447099.67096937256,California
2015-09-30,446246.53774102073,442947.0596684554,449856.52600706625,California
2015-10-31,449067.5849150177,445692.8037026107,452429.3391550005,California
2015-11-30,451792.53144969436,448462.6317299522,455260.901567585,California
2015-12-31,454196.57512855396,450684.3216500253,457739.6783436151,California
2016-01-31,456452.6259777775,453095.25992912444,459771.78404918115,California
2016-02-29,459334.02265886834,455786.518253907,462865.79479403683,California
2016-03-31,461911.5739230131,458513.7046552404,465300.18874680065,California
2016-04-30,465041.58335432917,461516.98595168703,468844.89702193416,California
2016-05-31,467832.41042854765,464127.8810965697,471582.8025882639,California
2016-06-30,470383.1720092402,466604.5191916128,473940.7751327251,California
2016-07-31,473062.0449104855,469580.0428684533,476566.986431387,California
2016-08-31,476005.57265549974,472479.3890768801,479230.013051291,California
2016-09-30,478778.90820783447,475240.4904386799,482173.1485182174,California
2016-10-31,481406.3945505415,477954.9535066864,484794.2856326954,California
2016-11-30,484078.96524468355,480742.3044578146,487119.27065663855,California
2016-12-31,486477.6683158824,483081.3199005457,489753.49870120385,California
2017-01-31,489009.46914870065,485546.1378099583,492127.0436156069,California
2017-02-28,491633.5312399651,488286.0438781641,495245.76115101005,California
2017-03-31,494311.8381028904,490879.75476127386,497960.5859974494,California
2017-04-30,497193.27489358326,493814.22866849316,500906.53412827523,California
2017-05-31,500106.4317842031,496732.9701744127,503445.01838451263,California
2017-06-30,502739.67833501025,499493.56529103103,506140.15166274126,California
2017-07-31,505424.796174603,502276.1216715312,508984.85269306536,California
2017-08-31,508239.7421695814,504529.8358313047,511444.84883305547,California
2017-09-30,511018.1714684252,507765.94399503164,514247.2604389022,California
2017-10-31,513709.5710161828,510106.89082255826,517113.73028904566,California
2017-11-30,516400.7912344494,513013.6641817839,519452.00997813436,California
2017-12-31,518802.6213445921,515376.1569826576,522114.31406518305,California
2018-01-01,518748.97641590657,515147.82656888984,522389.9151775495,California
2018-02-01,521563.4125562099,517971.71994911664,525091.2956500374,California
2018-03-01,523991.9699361384,520146.99233413365,527606.0858580241,California
2018-04-01,526358.853827196,522272.4911702068,530507.0297277401,California
2018-05-01,529986.6612530828,525399.2651526477,534788.8570674474,California
2018-06-01,532544.5998959739,527447.3171531893,537797.1719123211,California
2018-07-01,534926.8368884523,529126.1598320117,541216.5934295479,California
2018-08-01,537584.1045120162,530618.5878779462,545835.8842207703,California
2018-09-01,540783.6728059048,532212.4398404465,551891.0427859182,California
2018-10-01,543554.9962384627,532330.284765835,555495.4672956077,California
2018-11-01,546056.8692539459,532282.1492587309,560017.605459423,California
2018-12-01,548688.7768027132,533116.8081540953,565691.2422787835,California
2019-01-01,551077.1000707757,534148.0533015863,570897.5605837089,California
2019-02-01,553796.7065236314,532792.2695026896,575720.590450096,California
2019-03-01,556288.5422237277,532678.6889957415,580542.477591495,California
2019-04-01,558762.2616817192,533337.0761161493,586840.83273544,California
2019-05-01,562141.138889522,533566.4812137085,591460.1400435121,California
2019-06-01,564813.529265886,532619.2971655338,597787.0134647568,California
2019-07-01,567280.5761727827,532097.5976737377,603390.6298381942,California
2019-08-01,569950.1655426883,531725.267888555,610677.8884931,California
2019-09-01,573021.9486749159,529859.2777480733,616344.0214476737,California
2019-10-01,575792.922808392,531553.0496191568,622883.1847777658,California
2019-11-01,578357.2079865882,530038.1172363166,630031.8634795153,California
2019-12-01,581009.993234584,530955.6538049323,635671.6600391784,California
1996-04-30,126887.28612627082,124482.04417747699,129257.44106166287,Colorado
1996-05-31,127566.95509167624,125253.18411298121,129964.47261105306,Colorado
1996-06-30,128130.99324330219,125825.42614290518,130368.77026508983,Colorado
1996-07-31,128666.18085864183,126402.28449007538,130934.00614660306,Colorado
1996-08-31,129142.02108575439,126833.80352679532,131660.36080424883,Colorado
1996-09-30,129652.81231732949,127364.76481250847,132072.83199511614,Colorado
1996-10-31,130163.6182616055,127682.13950150069,132589.29112858186,Colorado
1996-11-30,130762.86251294026,128503.23576493343,133097.754714063,Colorado
1996-12-31,131401.37270786273,128991.97254743145,133605.47524994327,Colorado
1997-01-31,132197.9111266712,129920.90203242909,134590.37219813367,Colorado
1997-02-28,132560.03264483283,130258.8326113126,134908.44303436053,Colorado
1997-03-31,133208.91183189178,130898.66648080846,135539.89631687175,Colorado
1997-04-30,133944.63999253386,131711.33560752124,136357.50628577181,Colorado
1997-05-31,134599.91545394476,132141.01714978018,136866.6303752731,Colorado
1997-06-30,135186.17441145392,132839.99289904453,137395.71234406103,Colorado
1997-07-31,135741.18038768595,133534.73788538968,138120.68710666965,Colorado
1997-08-31,136237.36425997588,133710.33172665074,138502.01647830845,Colorado
1997-09-30,136756.3630658304,134372.79343950417,139034.92840766185,Colorado
1997-10-31,137276.87111686895,134828.24644000502,139740.8554472193,Colorado
